"date","magasin","masse_salariale","depenses_fonctionnement","chiffre_affaires","budget_publicite"
2023-03-08,"Magasin_2",1793.4,2259.61,5909.666,54.86
2023-03-08,"Magasin_3",1680.31,2312.72,4449.534,6.25
2023-03-08,"Magasin_4",1742.94,2548.11,3242.973,77.89
2023-03-08,"Magasin_5",1985.14,2479.68,6750.775,28.37
2023-03-08,"Magasin_6",1850.73,1020.48,6691.65,55.99
2023-03-09,"Magasin_1",2034.35,2541.63,7737.369,11.24
2023-03-09,"Magasin_2",2034.35,1762.26,5630.273,19.7
2023-03-09,"Magasin_3",1996.73,1730.71,5258.106,38.92
2023-03-09,"Magasin_4",1722.94,1566.25,3640.184,98.98
2023-03-09,"Magasin_5",1732.08,2782.27,5309.673,1.24
2023-03-09,"Magasin_6",1983.9,1280.07,5764.185,7.14
2023-03-10,"Magasin_1",1725.69,1674.38,6305.585,39.07
2023-03-10,"Magasin_2",1844.41,2264.6,6950.804,30.04
2023-03-10,"Magasin_3",1801.52,1204.1,5424.611,35.47
2023-03-10,"Magasin_4",1837.99,2546.93,5543.454,30.4
2023-03-10,"Magasin_5",1733.47,1368.9,5233.062,62.14
2023-03-10,"Magasin_6",2034.35,2082.7,5053.009,50.69
2023-03-11,"Magasin_1",1958.97,1388.89,5373.012,51.92
2023-03-11,"Magasin_2",1845.43,1488.5,5272.084,38.93
2023-03-11,"Magasin_3",1941.34,1952.96,5504.766,68.22
2023-03-11,"Magasin_4",1856.35,2213.49,6984.513,27.28
2023-03-11,"Magasin_5",1680.95,2586.81,7055.334,1.78
2023-03-11,"Magasin_6",1895.22,1540.83,6976.874,54.01
2023-03-12,"Magasin_1",1685.78,2237.97,5244.511,81.99
2023-03-12,"Magasin_2",1838.13,1412.94,6142.499,90.14
2023-03-12,"Magasin_3",1707.63,2311.25,6462.704,99.87
2023-03-12,"Magasin_4",1857.96,2908.04,6062.073,99.63
2023-03-12,"Magasin_5",2034.35,1346.62,7941.861,81.92
2023-03-12,"Magasin_6",1724.88,1235.54,8988.004,27.89
2023-03-13,"Magasin_1",2034.35,2555.72,5067.828,0.64
2023-03-13,"Magasin_2",2034.35,2460.39,4660.805,59.96
2023-03-13,"Magasin_3",1908.77,1946.34,4163.609,82.46
2023-03-13,"Magasin_4",1795.85,2231.33,5597.927,0.54
2023-03-13,"Magasin_5",1647.7,1430.38,7375.006,64.13
2023-03-13,"Magasin_6",1935.51,2060.51,6152.329,89.58
2023-03-14,"Magasin_1",1709.55,1772.23,5672.621,34.5
2023-03-14,"Magasin_2",2034.35,1770.79,4455.711,90.89
2023-03-14,"Magasin_3",1818.03,2448.54,3669.706,21.68
2023-03-14,"Magasin_4",1700.29,2502.38,5786.677,86.57
2023-03-14,"Magasin_5",1884.69,1525.45,6390.773,79.26
2023-03-14,"Magasin_6",1885.82,2675.52,7420.23,53.85
2023-03-15,"Magasin_1",1884.71,1809.11,5667.529,98.52
2023-03-15,"Magasin_2",1798.41,1524.6,4867.565,96.97
2023-03-15,"Magasin_3",1977.91,2598.26,5837.363,9.06
2023-03-15,"Magasin_4",1788.33,2301,4213.092,9.12
2023-03-15,"Magasin_5",1928.76,2727.18,7448.659,75.7
2023-03-15,"Magasin_6",2034.35,2203.62,6917.97,23.07
2023-03-16,"Magasin_1",2034.35,2819.26,5428.771,81.45
2023-03-16,"Magasin_2",2034.35,1411.69,4076.77,52.42
2023-03-16,"Magasin_3",1847.1,2303.76,3629.197,37.97
2023-03-16,"Magasin_4",1936.43,1491.41,5278.848,90.76
2023-03-16,"Magasin_5",2034.35,2186.05,6993.007,49.29
2023-03-16,"Magasin_6",1769.41,1596.56,5940.533,54.79
2023-03-17,"Magasin_1",1806.51,2490.05,6647.484,39.67
2023-03-17,"Magasin_2",1946.21,1282.84,6266.523,87.6
2023-03-17,"Magasin_3",1881.01,2861.08,6164.645,35.24
2023-03-17,"Magasin_4",1950.7,1575.95,6472.668,1.98
2023-03-17,"Magasin_5",1638.11,1195.71,5624.983,58.44
2023-03-17,"Magasin_6",1841.23,2558.4,6247.276,10.5
2023-03-18,"Magasin_1",2034.35,2959.58,6950.323,58.88
2023-03-18,"Magasin_2",1659.4,2004.96,6681.331,62.81
2023-03-18,"Magasin_3",2034.35,2864.16,3501.639,51.18
2023-03-18,"Magasin_4",1721.2,2012.01,6015.597,40.13
2023-03-18,"Magasin_5",2034.35,1095.28,8196.638,77.1
2023-03-18,"Magasin_6",1764.81,1721.31,7051.681,36.32
2023-03-19,"Magasin_1",1977.91,1568.72,5591.873,94.13
2023-03-19,"Magasin_2",1826.31,1268.89,5415.915,51.89
2023-03-19,"Magasin_3",1646.83,2495.25,5498.443,39.47
2023-03-19,"Magasin_4",1877.63,2263.94,5252.258,71.67
2023-03-19,"Magasin_5",1848.53,1134.08,5618.727,39.43
2023-03-19,"Magasin_6",1782.52,2275.58,6939.35,11.65
2023-03-20,"Magasin_1",2034.35,2083.18,7466.519,93.48
2023-03-20,"Magasin_2",1841.58,1796.21,4914.684,65.33
2023-03-20,"Magasin_3",1897.25,1103.13,5354.142,57.36
2023-03-20,"Magasin_4",1702.58,2149.66,3695.12,85.45
2023-03-20,"Magasin_5",1889.69,1706.66,5098.514,61.89
2023-03-20,"Magasin_6",1878.44,2551.01,7912.686,9.61
2023-03-21,"Magasin_1",1681.63,1524.21,4433.749,2.22
2023-03-21,"Magasin_2",1781.39,2318.58,5758.078,80.3
2023-03-21,"Magasin_3",1648.44,2260.34,5556.505,7.41
2023-03-21,"Magasin_4",1855.97,1747.19,4546.393,93.6
2023-03-21,"Magasin_5",1673.99,1198.59,5069.188,19.44
2023-03-21,"Magasin_6",1681.36,1209.96,10132.914,40.93
2023-03-22,"Magasin_1",1890.61,2122.4,5025.701,88.57
2023-03-22,"Magasin_2",1834.25,1639.51,7038.662,45.02
2023-03-22,"Magasin_3",1920.94,1911,5913.628,1.75
2023-03-22,"Magasin_4",1713.58,1969.29,4504.677,87.57
2023-03-22,"Magasin_5",1945.92,2120.02,7002.352,24.13
2023-03-22,"Magasin_6",1816.49,1078.9,7103.493,60.92
2023-03-23,"Magasin_1",1809.26,2381.64,7489.003,66.9
2023-03-23,"Magasin_2",1670.82,2274.89,5258.961,94.45
2023-03-23,"Magasin_3",1783.11,1665.35,5266.483,69.62
2023-03-23,"Magasin_4",1656.91,2841.02,3930.542,51.11
2023-03-23,"Magasin_5",1751.92,2772.77,5496.271,38.14
2023-03-23,"Magasin_6",2034.35,1810.85,7619.252,99.02
2023-03-24,"Magasin_1",1795.92,1893.28,6755.872,8.31
2023-03-24,"Magasin_2",1861.88,1132.92,5351.978,97.41
2023-03-24,"Magasin_3",1822.66,1087.13,3719.053,47.66
2023-03-24,"Magasin_4",1693.01,1477.72,6095.572,15.72
2023-03-24,"Magasin_5",2034.35,1040.65,5421.035,75.84
2023-03-24,"Magasin_6",1727.83,2682.4,6263.73,39.91
2023-03-25,"Magasin_1",1864.52,1913.88,6482.817,41.43
2023-03-25,"Magasin_2",1652.05,2720.93,5183.679,36.11
2023-03-25,"Magasin_3",1937.21,2423.05,5296.879,18.4
2023-03-25,"Magasin_4",1780.81,2808.52,5417.421,2.12
2023-03-25,"Magasin_5",1873.89,1903.28,6975.106,71.21
2023-03-25,"Magasin_6",1829.59,1636.93,7951.052,94.34
2023-03-26,"Magasin_1",1842.88,2339.6,7485.99,81.73
2023-03-26,"Magasin_2",1731.15,2883.28,5034.618,39.07
2023-03-26,"Magasin_3",1750.99,2912.66,6795.644,26.46
2023-03-26,"Magasin_4",2034.35,1803.29,4478.669,82.75
2023-03-26,"Magasin_5",2034.35,2759.27,6085.085,89
2023-03-26,"Magasin_6",2034.35,1583.43,5824.432,75.94
2023-03-27,"Magasin_1",1891.01,1115.43,7576.927,50.79
2023-03-27,"Magasin_2",1779.7,1051.45,5338.049,52.29
2023-03-27,"Magasin_3",1789.31,2612.88,3527.032,36.91
2023-03-27,"Magasin_4",1985.58,1279.42,6748.195,99.65
2023-03-27,"Magasin_5",1731.65,1067.95,3731.249,35.9
2023-03-27,"Magasin_6",2034.35,1791.96,6505.636,15.78
2023-03-28,"Magasin_1",1729.93,2153.17,6219.75,32.45
2023-03-28,"Magasin_2",1728.38,1025.26,3569.37,17.12
2023-03-28,"Magasin_3",1981.16,2854.84,4885.907,83.6
2023-03-28,"Magasin_4",1990.16,1242.55,4187.724,93.7
2023-03-28,"Magasin_5",1755.73,1918.89,6349.17,12.52
2023-03-28,"Magasin_6",1684.84,1959.19,6630.823,81.13
2023-03-29,"Magasin_1",1844.83,1815.25,5495.161,56.69
2023-03-29,"Magasin_2",1750.87,1140.24,4412.422,42.96
2023-03-29,"Magasin_3",1752.42,2852.74,3697.681,70.74
2023-03-29,"Magasin_4",1983.53,2612.25,6280.764,83.52
2023-03-29,"Magasin_5",1888.11,2506.83,6062.317,48.46
2023-03-29,"Magasin_6",1693.81,1699.17,4991.763,8.32
2023-03-30,"Magasin_1",1805.71,1347.7,5138.485,99.57
2023-03-30,"Magasin_2",1731.64,1207.93,6535.678,40.37
2023-03-30,"Magasin_3",1705.88,2407.08,3448.826,23.3
2023-03-30,"Magasin_4",1741.58,1012.53,4770.99,92.92
2023-03-30,"Magasin_5",1957.91,2059.3,5546.543,76.74
2023-03-30,"Magasin_6",1687.89,1729.85,6923.313,40.74
2023-03-31,"Magasin_1",1801.51,1656.2,5648.089,4.23
2023-03-31,"Magasin_2",1737.54,1780.55,5156.059,90.46
2023-03-31,"Magasin_3",1758.91,1854.89,5876.73,63.34
2023-03-31,"Magasin_4",1930.06,1908.44,6050.54,18.51
2023-03-31,"Magasin_5",1669.76,1404.41,7793.242,9.55
2023-03-31,"Magasin_6",1985.58,2701.43,5625.766,36.12
2023-04-01,"Magasin_1",1891.42,2770.32,5172.617,94.75
2023-04-01,"Magasin_2",1881.12,2135.11,5590.455,86.93
2023-04-01,"Magasin_3",1867.69,2875.1,4325.736,98.16
2023-04-01,"Magasin_4",2065.7,2282.91,6696.958,44.53
2023-04-01,"Magasin_5",1803.38,2449.77,7881.197,70.72
2023-04-01,"Magasin_6",1800.21,1094.25,8728.111,33.13
2023-04-02,"Magasin_1",1800.86,2182.11,5448.203,98.57
2023-04-02,"Magasin_2",1863.57,1590.54,6157.887,0.26
2023-04-02,"Magasin_3",2051.72,2635.54,5834.948,75.18
2023-04-02,"Magasin_4",1913.04,1018.77,6049.321,86.05
2023-04-02,"Magasin_5",2102.16,2519.31,6512.044,40.82
2023-04-02,"Magasin_6",2058.71,2325.6,6327.215,78.9
2023-04-03,"Magasin_1",1733.95,1705,4136.058,70.55
2023-04-03,"Magasin_2",1813.44,1684.85,5791.918,17.52
2023-04-03,"Magasin_3",1972.79,1293.35,5611.221,14
2023-04-03,"Magasin_4",1946.41,1378.95,5497.466,67.01
2023-04-03,"Magasin_5",1891.3,2784.63,7343.821,22.18
2023-04-03,"Magasin_6",1829.29,2026.48,6901.899,29.93
2023-04-04,"Magasin_1",1715.91,1009.43,5565.22,37.98
2023-04-04,"Magasin_2",2002.8,1611.98,5215.938,38.69
2023-04-04,"Magasin_3",1879.53,2317.64,3047.057,48.9
2023-04-04,"Magasin_4",1816.46,1801.91,4096.332,44.56
2023-04-04,"Magasin_5",1805.33,2679.97,7397.025,6.99
2023-04-04,"Magasin_6",1859.29,2886.94,7772.643,12.19
2023-04-05,"Magasin_1",1807,1081.53,7068.689,81.06
2023-04-05,"Magasin_2",2015.7,1323.04,5391.463,16.29
2023-04-05,"Magasin_3",1998.34,1590.43,5788.531,63.72
2023-04-05,"Magasin_4",1733.14,2313.4,4525.526,3.11
2023-04-05,"Magasin_5",1911.38,1364.77,6904.544,91.29
2023-04-05,"Magasin_6",1816.24,1705.32,6927.417,85.94
2023-04-06,"Magasin_1",1716.63,1518.1,5897.877,31.23
2023-04-06,"Magasin_2",1848.45,2895.77,5096.697,83.72
2023-04-06,"Magasin_3",1949.68,1264.95,3540.146,76.72
2023-04-06,"Magasin_4",2046.62,2883.9,6521.223,3.07
2023-04-06,"Magasin_5",1997.27,1302.46,5468.758,44.87
2023-04-06,"Magasin_6",1950.27,1830.96,5074.312,94.75
2023-04-07,"Magasin_1",1843.57,2837.74,4974.878,77.24
2023-04-07,"Magasin_2",1652.31,1978.66,5779.774,64.27
2023-04-07,"Magasin_3",1993.3,1333.58,3208.262,86.33
2023-04-07,"Magasin_4",1962.65,1419.52,6244.039,71.32
2023-04-07,"Magasin_5",1838.18,2465.76,6615.431,6.7
2023-04-07,"Magasin_6",1963.42,1356.86,4509.423,93.02
2023-04-08,"Magasin_1",1950.74,2856.18,7158.736,90.43
2023-04-08,"Magasin_2",2058.42,2296.84,6289.943,53.79
2023-04-08,"Magasin_3",1782.29,2043.64,6108.361,83.9
2023-04-08,"Magasin_4",1950.49,1308.87,6771.236,59.89
2023-04-08,"Magasin_5",1682.85,1713.59,7354.909,71.97
2023-04-08,"Magasin_6",1997.98,1450.93,7910.215,73.14
2023-04-09,"Magasin_1",2016.18,1179.41,8204.193,61.49
2023-04-09,"Magasin_2",1991.66,2137.38,4434.359,7.19
2023-04-09,"Magasin_3",2102.16,1137.39,5766.172,35.04
2023-04-09,"Magasin_4",1935.35,1905.45,4286.176,99.57
2023-04-09,"Magasin_5",2066.63,1153.78,6991.032,0.71
2023-04-09,"Magasin_6",1975.97,2771.79,5708.518,47.48
2023-04-10,"Magasin_1",2056.16,1833.5,7284.671,43.72
2023-04-10,"Magasin_2",2102.16,2731.36,6373.205,18.41
2023-04-10,"Magasin_3",1886.44,1935.92,4227.667,76.94
2023-04-10,"Magasin_4",1707.88,2421.59,2943,92.6
2023-04-10,"Magasin_5",1735.09,2711.81,5317.521,50.8
2023-04-10,"Magasin_6",1732.01,2962.32,6234.51,94.88
2023-04-11,"Magasin_1",2102.16,1460.22,7187.56,51.74
2023-04-11,"Magasin_2",2102.16,1101.3,3660.974,33.05
2023-04-11,"Magasin_3",1951.91,2069.82,6029.621,61.59
2023-04-11,"Magasin_4",1804.19,2861.37,4437.533,47.17
2023-04-11,"Magasin_5",2009.59,2868.82,5665.326,9.66
2023-04-11,"Magasin_6",1770.06,1072.99,7362.922,41.09
2023-04-12,"Magasin_1",1957.68,1946.89,7497.918,9.07
2023-04-12,"Magasin_2",2050.03,2648.55,4632.936,67.78
2023-04-12,"Magasin_3",1818.47,2453.11,3349.885,36.98
2023-04-12,"Magasin_4",1801.97,1371.32,6396.209,62.17
2023-04-12,"Magasin_5",1998.04,2190.59,5775.197,74.98
2023-04-12,"Magasin_6",1844.18,1716.12,5698.308,18.69
2023-04-13,"Magasin_1",1821.17,1661.35,7032.663,92.08
2023-04-13,"Magasin_2",1862.5,1837.17,4517.826,61.89
2023-04-13,"Magasin_3",1966.69,2473.24,4535.314,66.79
2023-04-13,"Magasin_4",1809.1,2791.53,5468.452,30.35
2023-04-13,"Magasin_5",1852.81,1841.34,6432.663,0.37
2023-04-13,"Magasin_6",1781.79,2501.38,7530.871,40.84
2023-04-14,"Magasin_1",1916.87,1853.06,6518.945,19.48
2023-04-14,"Magasin_2",1886.29,1962.18,5730.579,12.54
2023-04-14,"Magasin_3",1699.73,1343.87,4193.978,74.05
2023-04-14,"Magasin_4",1886.89,1232.56,4618.477,76.92
2023-04-14,"Magasin_5",1970.74,2975.99,6026.904,52.57
2023-04-14,"Magasin_6",1776.76,2376.93,7277.574,98.57
2023-04-15,"Magasin_1",2046.62,1796.12,6069.5,38.87
2023-04-15,"Magasin_2",1907.23,1711.45,5087.113,77.03
2023-04-15,"Magasin_3",2021.45,2178.66,6209.411,1.25
2023-04-15,"Magasin_4",2058.48,2539.38,6465.579,3.56
2023-04-15,"Magasin_5",1865.64,2877.86,7598.651,93.77
2023-04-15,"Magasin_6",2000.72,2378.57,6601.477,48.1
2023-04-16,"Magasin_1",1873.41,2471.54,7194.872,36.77
2023-04-16,"Magasin_2",1927.27,1668.21,7491.624,95.5
2023-04-16,"Magasin_3",1768.43,2295.63,5815.612,12.23
2023-04-16,"Magasin_4",1777.43,2819.33,6801.66,75.94
2023-04-16,"Magasin_5",2000.02,1617.03,6115.295,59.09
2023-04-16,"Magasin_6",1753.51,2793.67,5737.216,65.87
2023-04-17,"Magasin_1",2102.16,1432.63,7442.911,51.94
2023-04-17,"Magasin_2",1979.26,1542.34,5140.926,46.39
2023-04-17,"Magasin_3",1815.49,1567.5,3737.18,70.19
2023-04-17,"Magasin_4",1758.73,2882.42,3839.072,50.6
2023-04-17,"Magasin_5",2102.16,1604.22,7032.003,16.77
2023-04-17,"Magasin_6",1770.79,1977.34,5133.982,30.58
2023-04-18,"Magasin_1",1686.4,2668.92,7023.658,22.33
2023-04-18,"Magasin_2",1972.09,1884.4,5462.316,57.68
2023-04-18,"Magasin_3",1825.89,2338.84,5088.879,88.83
2023-04-18,"Magasin_4",1694.48,1778.2,3371.738,29.25
2023-04-18,"Magasin_5",1813,1390.51,6118.69,11.46
2023-04-18,"Magasin_6",1785.25,2111.13,5031.376,28.31
2023-04-19,"Magasin_1",1901.72,2205.46,6069.4,89.61
2023-04-19,"Magasin_2",1939.21,1433.11,4136.908,4.76
2023-04-19,"Magasin_3",1767.72,2277.64,5779.763,2.73
2023-04-19,"Magasin_4",2056.62,2606.03,3763.119,89.55
2023-04-19,"Magasin_5",2102.16,1796.22,7132.229,78.72
2023-04-19,"Magasin_6",1909.74,1911.29,6872.682,73.67
2023-04-20,"Magasin_1",1785.08,2820.25,6417.541,21.26
2023-04-20,"Magasin_2",1993.05,2998.27,6954.691,44.11
2023-04-20,"Magasin_3",1913.34,2893.92,4670.905,99.06
2023-04-20,"Magasin_4",1730.34,1659.36,4477.63,4.92
2023-04-20,"Magasin_5",2061.2,2514.44,7019.721,59.14
2023-04-20,"Magasin_6",1752.53,2665.9,6312.601,61.16
2023-04-21,"Magasin_1",2042.74,1694.76,4706.594,68.48
2023-04-21,"Magasin_2",1785.43,1561.17,5525.923,61.2
2023-04-21,"Magasin_3",2065.24,1251.75,7037.897,37.97
2023-04-21,"Magasin_4",1906.06,1214.23,4720.534,96.71
2023-04-21,"Magasin_5",1904.16,2210.63,4923.638,17.96
2023-04-21,"Magasin_6",1752.35,1538.46,5678.813,87.87
2023-04-22,"Magasin_1",1846.36,2702.9,3445.112,22.57
2023-04-22,"Magasin_2",1947.7,2403.77,4911.834,81.55
2023-04-22,"Magasin_3",1800.19,2494.11,4573.154,26.71
2023-04-22,"Magasin_4",1866.69,2993.81,4019.194,87.64
2023-04-22,"Magasin_5",1813.42,2723.82,5583.014,85.69
2023-04-22,"Magasin_6",1725.13,1766.67,5905.893,50.24
2023-04-23,"Magasin_1",1997.98,2383.45,5765.944,97.16
2023-04-23,"Magasin_2",1827.93,2454.79,7091.216,22.71
2023-04-23,"Magasin_3",2020.16,1893.59,5555.697,43.95
2023-04-23,"Magasin_4",1815.15,2972.26,5245.562,10.86
2023-04-23,"Magasin_5",1800.25,1926.38,6832.951,51.89
2023-04-23,"Magasin_6",1861.03,2000.98,7252.861,37.55
2023-04-24,"Magasin_1",1725.23,2204.02,6099.46,93.31
2023-04-24,"Magasin_2",1849.66,2308.89,3973.128,1.72
2023-04-24,"Magasin_3",1921.54,1345.4,4182.286,78.42
2023-04-24,"Magasin_4",2046.62,1187.35,4878.231,42.67
2023-04-24,"Magasin_5",1990.9,2368.79,5944.88,32.36
2023-04-24,"Magasin_6",1896.45,2408.26,7211.559,57.25
2023-04-25,"Magasin_1",1933.43,2793.02,3747.69,53.81
2023-04-25,"Magasin_2",2102.16,2186.66,4777.862,47.8
2023-04-25,"Magasin_3",1662.01,2106.12,3627.009,59.92
2023-04-25,"Magasin_4",1998.81,1242.96,6231.844,41.9
2023-04-25,"Magasin_5",1906.59,2026.1,4811.726,57.73
2023-04-25,"Magasin_6",1912.22,2323.9,7293.5,2.19
2023-04-26,"Magasin_1",1759.46,2892.55,4633.514,8.85
2023-04-26,"Magasin_2",1676.9,2390.9,3602.11,89.72
2023-04-26,"Magasin_3",1715.02,1832.72,4514.978,81.14
2023-04-26,"Magasin_4",1849.58,2744.7,4839.759,36.03
2023-04-26,"Magasin_5",1823.49,1863.5,6530.213,71.13
2023-04-26,"Magasin_6",2068.72,1277.48,6377.051,95.98
2023-04-27,"Magasin_1",1862.86,2526.47,4777.632,95.53
2023-04-27,"Magasin_2",2004.67,2075.07,4002.561,61.09
2023-04-27,"Magasin_3",2102.16,1357.84,3764.904,54.5
2023-04-27,"Magasin_4",2102.16,1914.73,6341.54,0.08
2023-04-27,"Magasin_5",1802.29,1865.76,5109.013,60.76
2023-04-27,"Magasin_6",1998.72,1365.43,6949.674,17.51
2023-04-28,"Magasin_1",1991.07,1835.27,5249.071,14.7
2023-04-28,"Magasin_2",2002.94,1353.6,5469.319,60.64
2023-04-28,"Magasin_3",1761.51,1012.41,5088.757,89.55
2023-04-28,"Magasin_4",1837.84,1209.22,5059.305,69.93
2023-04-28,"Magasin_5",2102.16,1503.45,6850.264,2.68
2023-04-28,"Magasin_6",1893.62,1133.99,6979.944,65.03
2023-04-29,"Magasin_1",1774.33,2227,5269.112,58.27
2023-04-29,"Magasin_2",1854.09,2935.11,4780.814,27.42
2023-04-29,"Magasin_3",1712.39,2456.08,5270.086,50.38
2023-04-29,"Magasin_4",1752.23,2779.31,3848.789,48.28
2023-04-29,"Magasin_5",1686.55,1294.49,5428.522,39.28
2023-04-29,"Magasin_6",1865.55,1148.43,6722.337,99.77
2023-04-30,"Magasin_1",1855.94,2490.2,6027.579,99.8
2023-04-30,"Magasin_2",1715.6,1352.58,6550.093,41.1
2023-04-30,"Magasin_3",1784.73,1040.44,6053.082,5.31
2023-04-30,"Magasin_4",1962.22,1297.5,5475.456,9.7
2023-04-30,"Magasin_5",2102.16,1935.5,6824.956,62.95
2023-04-30,"Magasin_6",2102.16,1125.73,5151.484,36.36
2023-05-01,"Magasin_1",1894.83,2597.26,4745.597,93.99
2023-05-01,"Magasin_2",1872.13,1027.03,5015.557,76.27
2023-05-01,"Magasin_3",1865.93,2572.62,4439.964,12.93
2023-05-01,"Magasin_4",1978.76,2742.04,4324.175,22.09
2023-05-01,"Magasin_5",1706.38,2119.64,7045.611,16.69
2023-05-01,"Magasin_6",1692.84,2909.51,4647.93,19.47
2023-05-02,"Magasin_1",1656.22,2689.74,4707.62,8.15
2023-05-02,"Magasin_2",1715.2,2124.3,3888.263,4.57
2023-05-02,"Magasin_3",1633.56,2140.59,3747.168,6.51
2023-05-02,"Magasin_4",1846.18,2759.2,6024.213,31.82
2023-05-02,"Magasin_5",1772.99,1135.93,6461.18,75.46
2023-05-02,"Magasin_6",2034.35,2949.62,4995.22,23.86
2023-05-03,"Magasin_1",2001.99,2574.18,3306.213,30.87
2023-05-03,"Magasin_2",1752.6,2558.95,5916.986,28.25
2023-05-03,"Magasin_3",1935.31,2250.85,5539.553,7.96
2023-05-03,"Magasin_4",1949.15,2660.51,5824.077,94.7
2023-05-03,"Magasin_5",1723.11,1123.32,5564.184,69.7
2023-05-03,"Magasin_6",2001.9,1416.85,4899.721,53.28
2023-05-04,"Magasin_1",1723.01,1953.67,6069.472,24.52
2023-05-04,"Magasin_2",1689.29,1581.8,2785.198,27.63
2023-05-04,"Magasin_3",1945.3,1075.67,4287.773,74.57
2023-05-04,"Magasin_4",1990.28,1135.44,4840.729,95.52
2023-05-04,"Magasin_5",1720.87,1973.02,7144.866,25.45
2023-05-04,"Magasin_6",1874.33,1905.59,6226.562,20.2
2023-05-05,"Magasin_1",2034.35,1157.86,6422.003,52.61
2023-05-05,"Magasin_2",1686.74,1304.88,5598.713,81.84
2023-05-05,"Magasin_3",1977.38,1996.83,5533.396,2.27
2023-05-05,"Magasin_4",1976.97,1253.38,5832.127,26.03
2023-05-05,"Magasin_5",1864.74,1544.49,4951.736,94.82
2023-05-05,"Magasin_6",2034.35,1010.28,6173.109,78.44
2023-05-06,"Magasin_1",1666.5,2778.24,5782.432,16.24
2023-05-06,"Magasin_2",1732.81,1094.84,5933.018,38.54
2023-05-06,"Magasin_3",1679.26,1030.58,3276.828,39.81
2023-05-06,"Magasin_4",1765.44,1181.48,5986.466,3.77
2023-05-06,"Magasin_5",1768.55,2417.67,4981.173,29.34
2023-05-06,"Magasin_6",1658.48,1990.05,5549.481,28.95
2023-05-07,"Magasin_1",1682.46,1570.13,7215.197,89.2
2023-05-07,"Magasin_2",1929.14,1576.73,5695.662,6.4
2023-05-07,"Magasin_3",1902.76,2788.84,6222.449,53.19
2023-05-07,"Magasin_4",1838.59,1175.38,6679.236,22.31
2023-05-07,"Magasin_5",1601.47,2080.53,5725.972,57.55
2023-05-07,"Magasin_6",1743.77,2397.19,5543.153,41.97
2023-05-08,"Magasin_1",1805.46,1661.75,4951.938,65.12
2023-05-08,"Magasin_2",1744.84,1375.16,6186.712,52.77
2023-05-08,"Magasin_3",2034.35,1005.12,4505.592,70.84
2023-05-08,"Magasin_4",2034.35,2678.43,4788.721,22.35
2023-05-08,"Magasin_5",1746.15,1680.34,6244.467,89.59
2023-05-08,"Magasin_6",2034.35,1977.97,6387.901,86.79
2023-05-09,"Magasin_1",1928.76,1460.77,5179.597,75.22
2023-05-09,"Magasin_2",1841.58,2127.09,5619.443,48.3
2023-05-09,"Magasin_3",1657.54,2369.65,5925.397,93.75
2023-05-09,"Magasin_4",1792.26,2982.45,5309.057,26.17
2023-05-09,"Magasin_5",2034.35,1503.3,4446.485,72.37
2023-05-09,"Magasin_6",1998.51,2835.83,5182.262,12.65
2023-05-10,"Magasin_1",1661.66,1742.28,6313.181,55.66
2023-05-10,"Magasin_2",2001.9,2582.42,6268.172,52.41
2023-05-10,"Magasin_3",1889.06,2742.52,2895.313,34.14
2023-05-10,"Magasin_4",1866.47,2059.7,4693.662,39.3
2023-05-10,"Magasin_5",1661.98,2693.48,5983.286,49.63
2023-05-10,"Magasin_6",1884.5,1441.97,6002.617,50.29
2023-05-11,"Magasin_1",1632.78,1981.31,3456.082,74.56
2023-05-11,"Magasin_2",1990.85,2560.13,6094.297,83.79
2023-05-11,"Magasin_3",1740.86,1089.64,5733.667,5.23
2023-05-11,"Magasin_4",1707.08,1213.16,6147.405,82.92
2023-05-11,"Magasin_5",1744.94,2036.44,7107.716,71.85
2023-05-11,"Magasin_6",1777.96,1534.7,5984.642,34.41
2023-05-12,"Magasin_1",1663.65,2398.53,5185.668,16.12
2023-05-12,"Magasin_2",1863.05,1928.49,6359.104,28.44
2023-05-12,"Magasin_3",1806.16,2611.87,4165.588,46.8
2023-05-12,"Magasin_4",1834.41,1467.03,2759.537,97.05
2023-05-12,"Magasin_5",1620.05,2291.45,6657.342,90.45
2023-05-12,"Magasin_6",1748.91,2056,4457.452,73.56
2023-05-13,"Magasin_1",1897.71,1889.78,6587.738,75.11
2023-05-13,"Magasin_2",2001.99,2393.39,5881.404,44.27
2023-05-13,"Magasin_3",1714.23,2796.12,4657.903,13.13
2023-05-13,"Magasin_4",1678.06,1842.17,5517.475,85.34
2023-05-13,"Magasin_5",1793.5,1013.69,6032.787,55.84
2023-05-13,"Magasin_6",1950.39,1616.64,7053.589,3.15
2023-05-14,"Magasin_1",1847.53,1630.86,5780.508,28.2
2023-05-14,"Magasin_2",1687.82,1689.89,5085.345,37.14
2023-05-14,"Magasin_3",2034.35,2525.86,4766.711,65.88
2023-05-14,"Magasin_4",1727.14,1592.92,5970.758,23.88
2023-05-14,"Magasin_5",1808.83,1062.48,5885.493,3.35
2023-05-14,"Magasin_6",1941.74,1816.59,7540.96,31.78
2023-05-15,"Magasin_1",2034.35,1167.23,6146.44,32.44
2023-05-15,"Magasin_2",1940.73,1060.22,3792.291,96.16
2023-05-15,"Magasin_3",1934.69,1624.49,3487.722,6.47
2023-05-15,"Magasin_4",1650.47,2055.81,4283.277,26.24
