"Date","Produit","Magasin","Promotion","Prix_Unitaire","Quantité_Vendue"
2023-04-10,"Beurre","Magasin_1","Non",2.49,31
2023-04-10,"Beurre","Magasin_2","Non",2.49,142
2023-04-10,"Beurre","Magasin_3","Non",2.49,72
2023-04-10,"Beurre","Magasin_4","Non",2.6,129
2023-04-10,"Beurre","Magasin_5","Non",1.49,61
2023-04-10,"Beurre","Magasin_6","Non",2.49,71
2023-04-10,"Yaourt","Magasin_1","Oui",0.72,105
2023-04-10,"Yaourt","Magasin_2","Non",0.99,76
2023-04-10,"Yaourt","Magasin_3","Non",1.17,29
2023-04-10,"Yaourt","Magasin_4","Non",1.2,84
2023-04-10,"Yaourt","Magasin_5","Non",1.2,92
2023-04-10,"Yaourt","Magasin_6","Non",0.99,44
2023-04-10,"Riz","Magasin_1","Oui",0.87,66
2023-04-10,"Riz","Magasin_2","Non",0.49,59
2023-04-10,"Riz","Magasin_3","Non",0.49,123
2023-04-10,"Riz","Magasin_4","Non",1.49,34
2023-04-10,"Riz","Magasin_5","Non",0.49,104
2023-04-10,"Riz","Magasin_6","Non",0.49,65
2023-04-10,"Pâtes","Magasin_1","Non",1.34,108
2023-04-10,"Pâtes","Magasin_2","Non",1.35,131
2023-04-10,"Pâtes","Magasin_3","Non",1.34,28
2023-04-10,"Pâtes","Magasin_4","Non",0.49,NA
2023-04-10,"Pâtes","Magasin_5","Oui",0.78,37
2023-04-10,"Pâtes","Magasin_6","Oui",0.75,186
2023-04-10,"Poulet","Magasin_1","Non",7.83,113
2023-04-10,"Poulet","Magasin_2","Non",7.99,58
2023-04-10,"Poulet","Magasin_3","Non",8.25,56
2023-04-10,"Poulet","Magasin_4","Non",7.99,44
2023-04-10,"Poulet","Magasin_5","Oui",6.49,177
2023-04-10,"Poulet","Magasin_6","Oui",6.38,150
2023-04-10,"Bœuf","Magasin_1","Non",11.66,135
2023-04-10,"Bœuf","Magasin_2","Non",11.61,91
2023-04-10,"Bœuf","Magasin_3","Non",12.56,31
2023-04-10,"Bœuf","Magasin_4","Non",11.99,NA
2023-04-10,"Bœuf","Magasin_5","Non",11.8,96
2023-04-10,"Bœuf","Magasin_6","Non",11.99,99
2023-04-10,"Jus d'orange","Magasin_1","Non",2.74,33
2023-04-10,"Jus d'orange","Magasin_2","Non",2.99,19
2023-04-10,"Jus d'orange","Magasin_3","Non",2.99,81
2023-04-10,"Jus d'orange","Magasin_4","Non",2.99,43
2023-04-10,"Jus d'orange","Magasin_5","Non",2.99,108
2023-04-10,"Jus d'orange","Magasin_6","Non",2.75,108
2023-04-10,"Café","Magasin_1","Non",3.49,40
2023-04-10,"Café","Magasin_2","Non",3.49,54
2023-04-10,"Café","Magasin_3","Non",2.49,58
2023-04-10,"Café","Magasin_4","Non",3.6,92
2023-04-10,"Café","Magasin_5","Non",3.49,81
2023-04-10,"Café","Magasin_6","Non",3.49,75
2023-04-11,"Pain","Magasin_1","Non",0.99,72
2023-04-11,"Pain","Magasin_2","Non",0.99,154
2023-04-11,"Pain","Magasin_3","Non",0.99,111
2023-04-11,"Pain","Magasin_4","Non",0.99,143
2023-04-11,"Pain","Magasin_5","Non",0.99,45
2023-04-11,"Pain","Magasin_6","Oui",0.49,59
2023-04-11,"Lait","Magasin_1","Non",0.99,67
2023-04-11,"Lait","Magasin_2","Non",0.99,102
2023-04-11,"Lait","Magasin_3","Non",0.86,70
2023-04-11,"Lait","Magasin_4","Non",0.99,130
2023-04-11,"Lait","Magasin_5","Non",0.99,60
2023-04-11,"Lait","Magasin_6","Non",0.99,135
2023-04-11,"Beurre","Magasin_1","Non",2.49,37
2023-04-11,"Beurre","Magasin_2","Non",2.49,117
2023-04-11,"Beurre","Magasin_3","Non",2.49,79
2023-04-11,"Beurre","Magasin_4","Non",1.49,116
2023-04-11,"Beurre","Magasin_5","Non",2.49,49
2023-04-11,"Beurre","Magasin_6","Oui",1.99,122
2023-04-11,"Yaourt","Magasin_1","Non",1.23,73
2023-04-11,"Yaourt","Magasin_2","Non",1.23,79
2023-04-11,"Yaourt","Magasin_3","Non",0.99,34
2023-04-11,"Yaourt","Magasin_4","Non",0.99,86
2023-04-11,"Yaourt","Magasin_5","Non",1.16,95
2023-04-11,"Yaourt","Magasin_6","Non",1.24,33
2023-04-11,"Riz","Magasin_1","Non",0.49,59
2023-04-11,"Riz","Magasin_2","Non",0.49,NA
2023-04-11,"Riz","Magasin_3","Non",1.49,124
2023-04-11,"Riz","Magasin_4","Non",1.45,35
2023-04-11,"Riz","Magasin_5","Non",1.49,111
2023-04-11,"Riz","Magasin_6","Non",0.49,63
2023-04-11,"Pâtes","Magasin_1","Non",1.33,122
2023-04-11,"Pâtes","Magasin_2","Non",1.28,112
2023-04-11,"Pâtes","Magasin_3","Non",1.28,27
2023-04-11,"Pâtes","Magasin_4","Non",1.29,90
2023-04-11,"Pâtes","Magasin_5","Non",0.99,28
2023-04-11,"Pâtes","Magasin_6","Non",1.26,135
2023-04-11,"Poulet","Magasin_1","Non",7.99,93
2023-04-11,"Poulet","Magasin_2","Non",7.99,84
2023-04-11,"Poulet","Magasin_3","Non",7.84,43
2023-04-11,"Poulet","Magasin_4","Non",7.99,NA
2023-04-11,"Poulet","Magasin_5","Non",8.32,NA
2023-04-11,"Poulet","Magasin_6","Non",7.89,117
2023-04-11,"Bœuf","Magasin_1","Non",11.99,141
2023-04-11,"Bœuf","Magasin_2","Non",10.49,NA
2023-04-11,"Bœuf","Magasin_3","Non",11.99,46
2023-04-11,"Bœuf","Magasin_4","Non",11.49,55
2023-04-11,"Bœuf","Magasin_5","Non",11.49,83
2023-04-11,"Bœuf","Magasin_6","Non",11.49,117
2023-04-11,"Jus d'orange","Magasin_1","Non",2.7,25
2023-04-11,"Jus d'orange","Magasin_2","Non",2.99,20
2023-04-11,"Jus d'orange","Magasin_3","Non",2.99,83
2023-04-11,"Jus d'orange","Magasin_4","Non",2.99,50
2023-04-11,"Jus d'orange","Magasin_5","Non",2.79,112
2023-04-11,"Jus d'orange","Magasin_6","Non",2.89,100
2023-04-11,"Café","Magasin_1","Non",2.49,39
2023-04-11,"Café","Magasin_2","Oui",1.49,67
2023-04-11,"Café","Magasin_3","Non",2.49,64
2023-04-11,"Café","Magasin_4","Oui",2.74,103
2023-04-11,"Café","Magasin_5","Non",3.49,71
2023-04-11,"Café","Magasin_6","Non",3.49,83
2023-04-12,"Pain","Magasin_1","Non",0.99,82
2023-04-12,"Pain","Magasin_2","Non",0.99,116
2023-04-12,"Pain","Magasin_3","Non",0.99,101
2023-04-12,"Pain","Magasin_4","Oui",0.73,194
2023-04-12,"Pain","Magasin_5","Non",0.99,70
2023-04-12,"Pain","Magasin_6","Non",0.99,46
2023-04-12,"Lait","Magasin_1","Non",0.99,60
2023-04-12,"Lait","Magasin_2","Non",0.99,111
2023-04-12,"Lait","Magasin_3","Non",0.99,53
2023-04-12,"Lait","Magasin_4","Non",0.99,142
2023-04-12,"Lait","Magasin_5","Non",0.99,46
2023-04-12,"Lait","Magasin_6","Non",0.99,120
2023-04-12,"Beurre","Magasin_1","Non",2.49,32
2023-04-12,"Beurre","Magasin_2","Non",2.49,126
2023-04-12,"Beurre","Magasin_3","Non",1.49,81
2023-04-12,"Beurre","Magasin_4","Non",2.38,128
2023-04-12,"Beurre","Magasin_5","Non",1.49,NA
2023-04-12,"Beurre","Magasin_6","Non",1.49,79
2023-04-12,"Yaourt","Magasin_1","Non",1.2,77
2023-04-12,"Yaourt","Magasin_2","Non",0.99,78
2023-04-12,"Yaourt","Magasin_3","Non",1.17,30
2023-04-12,"Yaourt","Magasin_4","Non",0.49,62
2023-04-12,"Yaourt","Magasin_5","Non",0.99,88
2023-04-12,"Yaourt","Magasin_6","Oui",0.71,60
2023-04-12,"Riz","Magasin_1","Non",0.49,NA
2023-04-12,"Riz","Magasin_2","Non",0.49,63
2023-04-12,"Riz","Magasin_3","Non",0.49,121
2023-04-12,"Riz","Magasin_4","Non",0.49,37
2023-04-12,"Riz","Magasin_5","Non",1.49,120
2023-04-12,"Riz","Magasin_6","Non",0.49,44
2023-04-12,"Pâtes","Magasin_1","Non",1.26,135
2023-04-12,"Pâtes","Magasin_2","Non",1.3,134
2023-04-12,"Pâtes","Magasin_3","Non",1.35,34
2023-04-12,"Pâtes","Magasin_4","Non",1.33,95
2023-04-12,"Pâtes","Magasin_5","Non",0.49,23
2023-04-12,"Pâtes","Magasin_6","Non",1.26,NA
2023-04-12,"Poulet","Magasin_1","Oui",6.32,162
2023-04-12,"Poulet","Magasin_2","Oui",4.66,88
2023-04-12,"Poulet","Magasin_3","Non",8.2,40
2023-04-12,"Poulet","Magasin_4","Non",7.99,31
2023-04-12,"Poulet","Magasin_5","Non",7.91,104
2023-04-12,"Poulet","Magasin_6","Oui",5.99,189
2023-04-12,"Bœuf","Magasin_1","Non",11.99,115
2023-04-12,"Bœuf","Magasin_2","Non",11.49,88
2023-04-12,"Bœuf","Magasin_3","Non",12.24,45
2023-04-12,"Bœuf","Magasin_4","Non",11.99,59
2023-04-12,"Bœuf","Magasin_5","Non",11.99,100
2023-04-12,"Bœuf","Magasin_6","Non",12.12,127
2023-04-12,"Jus d'orange","Magasin_1","Non",2.67,29
2023-04-12,"Jus d'orange","Magasin_2","Non",2.99,22
2023-04-12,"Jus d'orange","Magasin_3","Non",2.8,62
2023-04-12,"Jus d'orange","Magasin_4","Non",2.82,36
2023-04-12,"Jus d'orange","Magasin_5","Oui",1.49,133
2023-04-12,"Jus d'orange","Magasin_6","Non",2.76,99
2023-04-12,"Café","Magasin_1","Non",3.62,50
2023-04-12,"Café","Magasin_2","Non",3.49,55
2023-04-12,"Café","Magasin_3","Non",2.49,65
2023-04-12,"Café","Magasin_4","Non",2.49,70
2023-04-12,"Café","Magasin_5","Non",3.64,85
2023-04-12,"Café","Magasin_6","Non",3.43,80
2023-04-13,"Pain","Magasin_1","Non",0.99,70
2023-04-13,"Pain","Magasin_2","Non",0.99,124
2023-04-13,"Pain","Magasin_3","Non",0.99,127
2023-04-13,"Pain","Magasin_4","Non",0.99,154
2023-04-13,"Pain","Magasin_5","Non",0.99,59
2023-04-13,"Pain","Magasin_6","Non",0.99,34
2023-04-13,"Lait","Magasin_1","Non",0.99,NA
2023-04-13,"Lait","Magasin_2","Non",0.99,NA
2023-04-13,"Lait","Magasin_3","Non",0.99,122
2023-04-13,"Lait","Magasin_4","Non",0.99,105
2023-04-13,"Lait","Magasin_5","Non",0.91,49
2023-04-13,"Lait","Magasin_6","Non",0.99,135
2023-04-13,"Beurre","Magasin_1","Non",2.49,33
2023-04-13,"Beurre","Magasin_2","Non",2.57,139
2023-04-13,"Beurre","Magasin_3","Non",2.49,95
2023-04-13,"Beurre","Magasin_4","Non",1.49,134
2023-04-13,"Beurre","Magasin_5","Non",1.49,36
2023-04-13,"Beurre","Magasin_6","Non",1.49,64
2023-04-13,"Yaourt","Magasin_1","Non",1.23,92
2023-04-13,"Yaourt","Magasin_2","Non",1.25,71
2023-04-13,"Yaourt","Magasin_3","Non",1.2,32
2023-04-13,"Yaourt","Magasin_4","Non",1.19,90
2023-04-13,"Yaourt","Magasin_5","Non",1.23,90
2023-04-13,"Yaourt","Magasin_6","Non",1.2,38
2023-04-13,"Riz","Magasin_1","Non",0.49,51
2023-04-13,"Riz","Magasin_2","Non",1.49,56
2023-04-13,"Riz","Magasin_3","Non",0.49,116
2023-04-13,"Riz","Magasin_4","Non",0.49,39
2023-04-13,"Riz","Magasin_5","Non",1.49,112
2023-04-13,"Riz","Magasin_6","Non",1.49,56
2023-04-13,"Pâtes","Magasin_1","Non",1.28,113
2023-04-13,"Pâtes","Magasin_2","Non",0.49,137
2023-04-13,"Pâtes","Magasin_3","Non",1.31,37
2023-04-13,"Pâtes","Magasin_4","Non",0.99,75
2023-04-13,"Pâtes","Magasin_5","Non",1.26,NA
2023-04-13,"Pâtes","Magasin_6","Non",1.28,143
2023-04-13,"Poulet","Magasin_1","Non",7.99,112
2023-04-13,"Poulet","Magasin_2","Non",7.99,NA
2023-04-13,"Poulet","Magasin_3","Non",7.99,48
2023-04-13,"Poulet","Magasin_4","Non",7.99,43
2023-04-13,"Poulet","Magasin_5","Non",7.49,105
2023-04-13,"Poulet","Magasin_6","Non",8.12,116
2023-04-13,"Bœuf","Magasin_1","Non",11.99,120
2023-04-13,"Bœuf","Magasin_2","Non",11.99,79
2023-04-13,"Bœuf","Magasin_3","Non",11.82,35
2023-04-13,"Bœuf","Magasin_4","Non",11.99,67
2023-04-13,"Bœuf","Magasin_5","Non",11.66,88
2023-04-13,"Bœuf","Magasin_6","Non",11.49,112
2023-04-13,"Jus d'orange","Magasin_1","Non",2.81,29
2023-04-13,"Jus d'orange","Magasin_2","Non",2.71,20
2023-04-13,"Jus d'orange","Magasin_3","Oui",1.99,116
2023-04-13,"Jus d'orange","Magasin_4","Non",2.71,36
2023-04-13,"Jus d'orange","Magasin_5","Non",2.99,95
2023-04-13,"Jus d'orange","Magasin_6","Oui",1.69,174
2023-04-13,"Café","Magasin_1","Non",2.49,40
2023-04-13,"Café","Magasin_2","Non",3.49,50
2023-04-13,"Café","Magasin_3","Non",3.49,70
2023-04-13,"Café","Magasin_4","Non",2.49,96
2023-04-13,"Café","Magasin_5","Non",2.49,NA
2023-04-13,"Café","Magasin_6","Oui",1.49,133
2023-04-14,"Pain","Magasin_1","Non",0.99,91
2023-04-14,"Pain","Magasin_2","Non",0.99,121
2023-04-14,"Pain","Magasin_3","Non",0.99,115
2023-04-14,"Pain","Magasin_4","Non",0.99,146
2023-04-14,"Pain","Magasin_5","Non",0.99,58
2023-04-14,"Pain","Magasin_6","Non",0.99,39
2023-04-14,"Lait","Magasin_1","Non",0.99,63
2023-04-14,"Lait","Magasin_2","Non",0.99,98
2023-04-14,"Lait","Magasin_3","Non",0.99,54
2023-04-14,"Lait","Magasin_4","Non",0.93,117
2023-04-14,"Lait","Magasin_5","Non",0.99,58
2023-04-14,"Lait","Magasin_6","Non",0.99,124
2023-04-14,"Beurre","Magasin_1","Non",2.49,27
2023-04-14,"Beurre","Magasin_2","Oui",1.49,177
2023-04-14,"Beurre","Magasin_3","Non",2.49,82
2023-04-14,"Beurre","Magasin_4","Non",1.49,123
2023-04-14,"Beurre","Magasin_5","Non",2.43,49
2023-04-14,"Beurre","Magasin_6","Non",2.49,72
2023-04-14,"Yaourt","Magasin_1","Oui",0.75,148
2023-04-14,"Yaourt","Magasin_2","Non",1.19,80
2023-04-14,"Yaourt","Magasin_3","Non",0.99,29
2023-04-14,"Yaourt","Magasin_4","Non",1.21,72
2023-04-14,"Yaourt","Magasin_5","Non",0.99,85
2023-04-14,"Yaourt","Magasin_6","Non",1.2,37
2023-04-14,"Riz","Magasin_1","Non",1.49,43
2023-04-14,"Riz","Magasin_2","Non",0.49,71
2023-04-14,"Riz","Magasin_3","Non",1.49,NA
2023-04-14,"Riz","Magasin_4","Non",1.49,29
2023-04-14,"Riz","Magasin_5","Non",1.49,95
2023-04-14,"Riz","Magasin_6","Non",1.49,55
2023-04-14,"Pâtes","Magasin_1","Non",0.49,110
2023-04-14,"Pâtes","Magasin_2","Non",1.28,123
2023-04-14,"Pâtes","Magasin_3","Non",1.25,24
2023-04-14,"Pâtes","Magasin_4","Non",0.49,87
2023-04-14,"Pâtes","Magasin_5","Non",0.49,32
2023-04-14,"Pâtes","Magasin_6","Non",1.24,120
2023-04-14,"Poulet","Magasin_1","Non",7.85,103
2023-04-14,"Poulet","Magasin_2","Non",7.99,61
2023-04-14,"Poulet","Magasin_3","Non",7.99,40
2023-04-14,"Poulet","Magasin_4","Non",7.99,41
2023-04-14,"Poulet","Magasin_5","Non",8.19,128
2023-04-14,"Poulet","Magasin_6","Non",7.99,115
2023-04-14,"Bœuf","Magasin_1","Non",11.99,106
2023-04-14,"Bœuf","Magasin_2","Oui",7.99,119
2023-04-14,"Bœuf","Magasin_3","Non",12.22,34
2023-04-14,"Bœuf","Magasin_4","Non",11.99,71
2023-04-14,"Bœuf","Magasin_5","Non",11.99,76
2023-04-14,"Bœuf","Magasin_6","Non",11.99,107
2023-04-14,"Jus d'orange","Magasin_1","Non",2.83,NA
2023-04-14,"Jus d'orange","Magasin_2","Non",2.76,78
2023-04-14,"Jus d'orange","Magasin_3","Non",2.67,77
2023-04-14,"Jus d'orange","Magasin_4","Non",2.8,46
2023-04-14,"Jus d'orange","Magasin_5","Non",2.99,86
2023-04-14,"Jus d'orange","Magasin_6","Non",2.78,98
2023-04-14,"Café","Magasin_1","Non",3.38,54
2023-04-14,"Café","Magasin_2","Non",2.49,55
2023-04-14,"Café","Magasin_3","Non",2.49,66
2023-04-14,"Café","Magasin_4","Oui",2.99,136
2023-04-14,"Café","Magasin_5","Non",2.49,73
2023-04-14,"Café","Magasin_6","Non",3.62,74
2023-04-15,"Pain","Magasin_1","Non",0.99,112
2023-04-15,"Pain","Magasin_2","Non",0.99,142
2023-04-15,"Pain","Magasin_3","Oui",0.99,196
2023-04-15,"Pain","Magasin_4","Oui",0.49,223
2023-04-15,"Pain","Magasin_5","Non",0.99,73
2023-04-15,"Pain","Magasin_6","Non",0.99,50
2023-04-15,"Lait","Magasin_1","Non",0.99,72
2023-04-15,"Lait","Magasin_2","Oui",0.49,NA
2023-04-15,"Lait","Magasin_3","Non",0.99,75
2023-04-15,"Lait","Magasin_4","Non",0.99,135
2023-04-15,"Lait","Magasin_5","Non",0.91,54
2023-04-15,"Lait","Magasin_6","Non",0.99,166
2023-04-15,"Beurre","Magasin_1","Non",2.49,47
2023-04-15,"Beurre","Magasin_2","Non",2.49,132
2023-04-15,"Beurre","Magasin_3","Non",2.49,81
2023-04-15,"Beurre","Magasin_4","Non",1.49,131
2023-04-15,"Beurre","Magasin_5","Non",2.49,44
2023-04-15,"Beurre","Magasin_6","Non",2.49,96
2023-04-15,"Yaourt","Magasin_1","Oui",0.73,147
2023-04-15,"Yaourt","Magasin_2","Non",1.19,90
2023-04-15,"Yaourt","Magasin_3","Oui",0.7,55
2023-04-15,"Yaourt","Magasin_4","Non",1.22,84
2023-04-15,"Yaourt","Magasin_5","Oui",0.85,159
2023-04-15,"Yaourt","Magasin_6","Non",1.26,62
2023-04-15,"Riz","Magasin_1","Non",1.49,51
2023-04-15,"Riz","Magasin_2","Non",0.49,80
2023-04-15,"Riz","Magasin_3","Non",1.49,131
2023-04-15,"Riz","Magasin_4","Non",0.49,36
2023-04-15,"Riz","Magasin_5","Non",1.49,131
2023-04-15,"Riz","Magasin_6","Non",0.49,66
2023-04-15,"Pâtes","Magasin_1","Oui",0.99,217
2023-04-15,"Pâtes","Magasin_2","Non",1.33,153
2023-04-15,"Pâtes","Magasin_3","Non",1.25,39
2023-04-15,"Pâtes","Magasin_4","Non",1.34,91
2023-04-15,"Pâtes","Magasin_5","Non",1.27,32
2023-04-15,"Pâtes","Magasin_6","Oui",0.78,229
2023-04-15,"Poulet","Magasin_1","Non",7.99,134
2023-04-15,"Poulet","Magasin_2","Non",8.21,78
2023-04-15,"Poulet","Magasin_3","Non",7.72,56
2023-04-15,"Poulet","Magasin_4","Non",8.29,36
2023-04-15,"Poulet","Magasin_5","Non",7.49,129
2023-04-15,"Poulet","Magasin_6","Oui",5.49,181
2023-04-15,"Bœuf","Magasin_1","Non",11.99,135
2023-04-15,"Bœuf","Magasin_2","Non",11.65,104
2023-04-15,"Bœuf","Magasin_3","Non",11.61,48
2023-04-15,"Bœuf","Magasin_4","Non",11.99,68
2023-04-15,"Bœuf","Magasin_5","Non",11.99,114
2023-04-15,"Bœuf","Magasin_6","Non",11.49,124
2023-04-15,"Jus d'orange","Magasin_1","Non",2.79,44
2023-04-15,"Jus d'orange","Magasin_2","Non",2.99,29
2023-04-15,"Jus d'orange","Magasin_3","Oui",1.96,146
2023-04-15,"Jus d'orange","Magasin_4","Non",2.99,65
2023-04-15,"Jus d'orange","Magasin_5","Non",2.99,95
2023-04-15,"Jus d'orange","Magasin_6","Non",2.8,127
2023-04-15,"Café","Magasin_1","Oui",2.84,66
2023-04-15,"Café","Magasin_2","Non",3.49,56
2023-04-15,"Café","Magasin_3","Non",3.62,88
2023-04-15,"Café","Magasin_4","Non",2.49,109
2023-04-15,"Café","Magasin_5","Non",3.49,103
2023-04-15,"Café","Magasin_6","Non",2.49,97
2023-04-16,"Pain","Magasin_1","Non",0.99,91
2023-04-16,"Pain","Magasin_2","Non",0.99,173
2023-04-16,"Pain","Magasin_3","Non",0.99,137
2023-04-16,"Pain","Magasin_4","Non",0.99,141
2023-04-16,"Pain","Magasin_5","Non",0.99,89
2023-04-16,"Pain","Magasin_6","Oui",0.49,88
2023-04-16,"Lait","Magasin_1","Non",0.99,77
2023-04-16,"Lait","Magasin_2","Non",0.91,106
2023-04-16,"Lait","Magasin_3","Non",0.99,71
2023-04-16,"Lait","Magasin_4","Non",0.99,139
2023-04-16,"Lait","Magasin_5","Non",0.99,NA
2023-04-16,"Lait","Magasin_6","Non",0.99,147
2023-04-16,"Beurre","Magasin_1","Non",1.49,45
2023-04-16,"Beurre","Magasin_2","Non",1.49,162
2023-04-16,"Beurre","Magasin_3","Non",2.49,105
2023-04-16,"Beurre","Magasin_4","Non",2.49,159
2023-04-16,"Beurre","Magasin_5","Non",2.49,59
2023-04-16,"Beurre","Magasin_6","Non",2.49,69
2023-04-16,"Yaourt","Magasin_1","Oui",0.49,123
2023-04-16,"Yaourt","Magasin_2","Non",1.17,97
2023-04-16,"Yaourt","Magasin_3","Oui",0.74,68
2023-04-16,"Yaourt","Magasin_4","Non",1.23,77
2023-04-16,"Yaourt","Magasin_5","Non",1.19,92
2023-04-16,"Yaourt","Magasin_6","Non",1.21,40
2023-04-16,"Riz","Magasin_1","Non",1.49,65
2023-04-16,"Riz","Magasin_2","Oui",0.99,128
2023-04-16,"Riz","Magasin_3","Non",1.49,142
2023-04-16,"Riz","Magasin_4","Non",1.49,40
2023-04-16,"Riz","Magasin_5","Non",0.49,121
2023-04-16,"Riz","Magasin_6","Non",1.49,71
2023-04-16,"Pâtes","Magasin_1","Non",0.49,127
2023-04-16,"Pâtes","Magasin_2","Non",1.27,167
2023-04-16,"Pâtes","Magasin_3","Non",1.28,46
2023-04-16,"Pâtes","Magasin_4","Non",0.99,114
2023-04-16,"Pâtes","Magasin_5","Non",0.99,43
2023-04-16,"Pâtes","Magasin_6","Oui",0.78,209
2023-04-16,"Poulet","Magasin_1","Non",7.71,111
2023-04-16,"Poulet","Magasin_2","Non",8.11,82
2023-04-16,"Poulet","Magasin_3","Non",7.99,54
2023-04-16,"Poulet","Magasin_4","Non",7.99,49
2023-04-16,"Poulet","Magasin_5","Non",7.99,156
2023-04-16,"Poulet","Magasin_6","Non",8.36,126
2023-04-16,"Bœuf","Magasin_1","Non",11.49,133
2023-04-16,"Bœuf","Magasin_2","Oui",8.29,141
2023-04-16,"Bœuf","Magasin_3","Non",12.19,31
2023-04-16,"Bœuf","Magasin_4","Oui",7.49,116
2023-04-16,"Bœuf","Magasin_5","Non",12.23,116
2023-04-16,"Bœuf","Magasin_6","Oui",9.71,176
2023-04-16,"Jus d'orange","Magasin_1","Non",2.76,32
2023-04-16,"Jus d'orange","Magasin_2","Non",2.99,34
2023-04-16,"Jus d'orange","Magasin_3","Non",2.99,95
2023-04-16,"Jus d'orange","Magasin_4","Non",2.75,57
2023-04-16,"Jus d'orange","Magasin_5","Non",2.99,105
2023-04-16,"Jus d'orange","Magasin_6","Non",2.83,117
2023-04-16,"Café","Magasin_1","Non",2.49,49
2023-04-16,"Café","Magasin_2","Oui",2.49,91
2023-04-16,"Café","Magasin_3","Non",3.49,72
2023-04-16,"Café","Magasin_4","Non",3.58,98
2023-04-16,"Café","Magasin_5","Non",3.37,95
2023-04-16,"Café","Magasin_6","Non",2.49,82
2023-04-17,"Pain","Magasin_1","Non",0.99,93
2023-04-17,"Pain","Magasin_2","Non",0.97,116
2023-04-17,"Pain","Magasin_3","Non",0.99,113
2023-04-17,"Pain","Magasin_4","Non",0.99,130
2023-04-17,"Pain","Magasin_5","Non",0.99,62
2023-04-17,"Pain","Magasin_6","Non",0.99,36
2023-04-17,"Lait","Magasin_1","Oui",0.62,NA
2023-04-17,"Lait","Magasin_2","Non",0.88,NA
2023-04-17,"Lait","Magasin_3","Non",0.99,56
2023-04-17,"Lait","Magasin_4","Non",0.99,124
2023-04-17,"Lait","Magasin_5","Non",0.99,42
2023-04-17,"Lait","Magasin_6","Non",0.99,124
2023-04-17,"Beurre","Magasin_1","Oui",1.49,40
2023-04-17,"Beurre","Magasin_2","Non",1.49,139
2023-04-17,"Beurre","Magasin_3","Non",2.49,76
2023-04-17,"Beurre","Magasin_4","Non",2.49,115
2023-04-17,"Beurre","Magasin_5","Non",1.49,43
2023-04-17,"Beurre","Magasin_6","Non",1.49,74
2023-04-17,"Yaourt","Magasin_1","Non",1.22,85
2023-04-17,"Yaourt","Magasin_2","Non",0.99,NA
2023-04-17,"Yaourt","Magasin_3","Non",0.99,29
2023-04-17,"Yaourt","Magasin_4","Non",1.17,57
2023-04-17,"Yaourt","Magasin_5","Non",1.21,98
2023-04-17,"Yaourt","Magasin_6","Non",1.24,38
2023-04-17,"Riz","Magasin_1","Non",1.49,55
2023-04-17,"Riz","Magasin_2","Non",1.49,52
2023-04-17,"Riz","Magasin_3","Non",1.49,131
2023-04-17,"Riz","Magasin_4","Oui",0.99,51
2023-04-17,"Riz","Magasin_5","Non",0.49,118
2023-04-17,"Riz","Magasin_6","Non",1.49,75
2023-04-17,"Pâtes","Magasin_1","Non",1.29,131
2023-04-17,"Pâtes","Magasin_2","Non",0.99,97
2023-04-17,"Pâtes","Magasin_3","Non",1.24,25
2023-04-17,"Pâtes","Magasin_4","Non",1.33,96
2023-04-17,"Pâtes","Magasin_5","Non",1.26,35
2023-04-17,"Pâtes","Magasin_6","Non",1.3,124
2023-04-17,"Poulet","Magasin_1","Oui",6.24,168
2023-04-17,"Poulet","Magasin_2","Non",7.99,61
2023-04-17,"Poulet","Magasin_3","Non",7.99,39
2023-04-17,"Poulet","Magasin_4","Non",7.99,31
2023-04-17,"Poulet","Magasin_5","Non",7.78,118
2023-04-17,"Poulet","Magasin_6","Non",7.99,125
2023-04-17,"Bœuf","Magasin_1","Non",12.49,116
2023-04-17,"Bœuf","Magasin_2","Non",11.49,69
2023-04-17,"Bœuf","Magasin_3","Non",11.99,22
2023-04-17,"Bœuf","Magasin_4","Non",11.99,55
2023-04-17,"Bœuf","Magasin_5","Non",11.49,104
2023-04-17,"Bœuf","Magasin_6","Non",12.22,93
2023-04-17,"Jus d'orange","Magasin_1","Oui",1.49,39
2023-04-17,"Jus d'orange","Magasin_2","Non",2.82,23
2023-04-17,"Jus d'orange","Magasin_3","Non",2.72,90
2023-04-17,"Jus d'orange","Magasin_4","Non",2.84,41
2023-04-17,"Jus d'orange","Magasin_5","Non",2.72,91
2023-04-17,"Jus d'orange","Magasin_6","Non",2.77,97
2023-04-17,"Café","Magasin_1","Non",3.34,41
2023-04-17,"Café","Magasin_2","Oui",1.49,67
2023-04-17,"Café","Magasin_3","Non",3.49,67
2023-04-17,"Café","Magasin_4","Non",3.4,70
2023-04-17,"Café","Magasin_5","Non",3.49,70
2023-04-17,"Café","Magasin_6","Non",2.49,77
2023-04-18,"Pain","Magasin_1","Oui",0.63,154
2023-04-18,"Pain","Magasin_2","Non",0.99,125
2023-04-18,"Pain","Magasin_3","Non",0.99,NA
2023-04-18,"Pain","Magasin_4","Non",0.99,153
2023-04-18,"Pain","Magasin_5","Non",0.99,64
2023-04-18,"Pain","Magasin_6","Non",0.99,37
2023-04-18,"Lait","Magasin_1","Oui",0.65,288
2023-04-18,"Lait","Magasin_2","Non",0.99,112
2023-04-18,"Lait","Magasin_3","Non",0.89,78
